batsmanName,runs,balls,minutes,4s,6s,SR,player_link,match_id
Martin Guptill,19,18,30,2,1,105.55,https://www.espncricinfo.com/cricketers/martin-guptill-226492,scorecard
Henry Nicholls,55,77,123,4,0,71.42,https://www.espncricinfo.com/cricketers/henry-nicholls-539511,scorecard
Kane Williamson (c),30,53,77,2,0,56.60,https://www.espncricinfo.com/cricketers/kane-williamson-277906,scorecard
Ross Taylor,15,31,47,0,0,48.38,https://www.espncricinfo.com/cricketers/ross-taylor-38699,scorecard
Tom Latham †,47,56,104,2,1,83.92,https://www.espncricinfo.com/cricketers/tom-latham-388802,scorecard
James Neesham,19,25,28,3,0,76.00,https://www.espncricinfo.com/cricketers/james-neesham-355269,scorecard
Colin de Grandhomme,16,28,38,0,0,57.14,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,scorecard
Mitchell Santner,5,9,19,0,0,55.55,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,scorecard
Matt Henry,4,2,7,1,0,200.00,https://www.espncricinfo.com/cricketers/matt-henry-506612,scorecard
Trent Boult,1,2,3,0,0,50.00,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
Jason Roy,17,20,24,3,0,85.00,https://www.espncricinfo.com/cricketers/jason-roy-298438,scorecard
Jonny Bairstow,36,55,79,7,0,65.45,https://www.espncricinfo.com/cricketers/jonny-bairstow-297433,scorecard
Joe Root,7,30,40,0,0,23.33,https://www.espncricinfo.com/cricketers/joe-root-303669,scorecard
Eoin Morgan (c),9,22,34,0,0,40.90,https://www.espncricinfo.com/cricketers/eoin-morgan-24598,scorecard
Ben Stokes,84,98,147,5,2,85.71,https://www.espncricinfo.com/cricketers/ben-stokes-311158,scorecard
Jos Buttler †,59,60,94,6,0,98.33,https://www.espncricinfo.com/cricketers/jos-buttler-308967,scorecard
Chris Woakes,2,4,8,0,0,50.00,https://www.espncricinfo.com/cricketers/chris-woakes-247235,scorecard
Liam Plunkett,10,10,13,1,0,100.00,https://www.espncricinfo.com/cricketers/liam-plunkett-19264,scorecard
Jofra Archer,0,1,5,0,0,0.00,https://www.espncricinfo.com/cricketers/jofra-archer-669855,scorecard
Adil Rashid,0,0,7,0,0,-,https://www.espncricinfo.com/cricketers/adil-rashid-244497,scorecard
Mark Wood,0,0,3,0,0,-,https://www.espncricinfo.com/cricketers/mark-wood-351588,scorecard
David Warner,9,11,14,2,0,81.81,https://www.espncricinfo.com/cricketers/david-warner-219889,scorecard
Aaron Finch (c),0,1,6,0,0,0.00,https://www.espncricinfo.com/cricketers/aaron-finch-5334,scorecard
Steven Smith,85,119,201,6,0,71.42,https://www.espncricinfo.com/cricketers/steven-smith-267192,scorecard
Peter Handscomb,4,12,15,0,0,33.33,https://www.espncricinfo.com/cricketers/peter-handscomb-334337,scorecard
Alex Carey †,46,70,94,4,0,65.71,https://www.espncricinfo.com/cricketers/alex-carey-326434,scorecard
Marcus Stoinis,0,2,4,0,0,0.00,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Glenn Maxwell,22,23,29,2,1,95.65,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Pat Cummins,6,10,11,0,0,60.00,https://www.espncricinfo.com/cricketers/pat-cummins-489889,scorecard
Mitchell Starc,29,36,45,1,1,80.55,https://www.espncricinfo.com/cricketers/mitchell-starc-311592,scorecard
Jason Behrendorff,1,4,10,0,0,25.00,https://www.espncricinfo.com/cricketers/jason-behrendorff-272477,scorecard
Nathan Lyon,5,6,8,0,0,83.33,https://www.espncricinfo.com/cricketers/nathan-lyon-272279,scorecard
Jason Roy,85,65,99,9,5,130.76,https://www.espncricinfo.com/cricketers/jason-roy-298438,scorecard
Jonny Bairstow,34,43,88,5,0,79.06,https://www.espncricinfo.com/cricketers/jonny-bairstow-297433,scorecard
Joe Root,49,46,67,8,0,106.52,https://www.espncricinfo.com/cricketers/joe-root-303669,scorecard
Eoin Morgan (c),45,39,55,8,0,115.38,https://www.espncricinfo.com/cricketers/eoin-morgan-24598,scorecard
Martin Guptill,1,14,15,0,0,7.14,https://www.espncricinfo.com/cricketers/martin-guptill-226492,scorecard
Henry Nicholls,28,51,87,2,0,54.90,https://www.espncricinfo.com/cricketers/henry-nicholls-539511,scorecard
Kane Williamson (c),67,95,137,6,0,70.52,https://www.espncricinfo.com/cricketers/kane-williamson-277906,scorecard
Ross Taylor,74,90,130,3,1,82.22,https://www.espncricinfo.com/cricketers/ross-taylor-38699,scorecard
James Neesham,12,18,28,1,0,66.66,https://www.espncricinfo.com/cricketers/james-neesham-355269,scorecard
Colin de Grandhomme,16,10,19,2,0,160.00,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,scorecard
Tom Latham †,10,11,22,0,0,90.90,https://www.espncricinfo.com/cricketers/tom-latham-388802,scorecard
Mitchell Santner,9,6,13,1,0,150.00,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,scorecard
Matt Henry,1,2,6,0,0,50.00,https://www.espncricinfo.com/cricketers/matt-henry-506612,scorecard
Trent Boult,3,3,6,0,0,100.00,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
KL Rahul,1,7,18,0,0,14.28,https://www.espncricinfo.com/cricketers/kl-rahul-422108,scorecard
Rohit Sharma,1,4,7,0,0,25.00,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
Virat Kohli (c),1,6,8,0,0,16.66,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
Rishabh Pant,32,56,89,4,0,57.14,https://www.espncricinfo.com/cricketers/rishabh-pant-931581,scorecard
Dinesh Karthik,6,25,29,1,0,24.00,https://www.espncricinfo.com/cricketers/dinesh-karthik-30045,scorecard
Hardik Pandya,32,62,81,2,0,51.61,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
MS Dhoni †,50,72,114,1,1,69.44,https://www.espncricinfo.com/cricketers/ms-dhoni-28081,scorecard
Ravindra Jadeja,77,59,84,4,4,130.50,https://www.espncricinfo.com/cricketers/ravindra-jadeja-234675,scorecard
Bhuvneshwar Kumar,0,1,10,0,0,0.00,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Yuzvendra Chahal,5,5,8,1,0,100.00,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246,scorecard
Jasprit Bumrah,0,0,4,0,0,-,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Aiden Markram,34,37,51,6,1,91.89,https://www.espncricinfo.com/cricketers/aiden-markram-600498,scorecard
Quinton de Kock †,52,51,78,7,0,101.96,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,scorecard
Faf du Plessis (c),100,94,125,7,2,106.38,https://www.espncricinfo.com/cricketers/faf-du-plessis-44828,scorecard
Rassie van der Dussen,95,97,136,4,4,97.93,https://www.espncricinfo.com/cricketers/rassie-van-der-dussen-337790,scorecard
Jean-Paul Duminy,14,13,18,1,0,107.69,https://www.espncricinfo.com/cricketers/jean-paul-duminy-44932,scorecard
Dwaine Pretorius,2,5,13,0,0,40.00,https://www.espncricinfo.com/cricketers/dwaine-pretorius-327830,scorecard
Andile Phehlukwayo,4,3,8,1,0,133.33,https://www.espncricinfo.com/cricketers/andile-phehlukwayo-540316,scorecard
David Warner,122,117,168,15,2,104.27,https://www.espncricinfo.com/cricketers/david-warner-219889,scorecard
Aaron Finch (c),3,4,9,0,0,75.00,https://www.espncricinfo.com/cricketers/aaron-finch-5334,scorecard
Usman Khawaja,18,14,26,3,0,128.57,https://www.espncricinfo.com/cricketers/usman-khawaja-215155,scorecard
Steven Smith,7,6,9,1,0,116.66,https://www.espncricinfo.com/cricketers/steven-smith-267192,scorecard
Marcus Stoinis,22,34,54,4,0,64.70,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,scorecard
Glenn Maxwell,12,20,24,1,0,60.00,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,scorecard
Alex Carey †,85,69,90,11,1,123.18,https://www.espncricinfo.com/cricketers/alex-carey-326434,scorecard
Pat Cummins,9,15,24,1,0,60.00,https://www.espncricinfo.com/cricketers/pat-cummins-489889,scorecard
Mitchell Starc,16,11,24,1,1,145.45,https://www.espncricinfo.com/cricketers/mitchell-starc-311592,scorecard
Jason Behrendorff,11,6,10,0,0,183.33,https://www.espncricinfo.com/cricketers/jason-behrendorff-272477,scorecard
Nathan Lyon,3,3,7,0,0,100.00,https://www.espncricinfo.com/cricketers/nathan-lyon-272279,scorecard
Dimuth Karunaratne (c),10,17,16,2,0,58.82,https://www.espncricinfo.com/cricketers/dimuth-karunaratne-227772,scorecard
Kusal Perera †,18,14,36,3,0,128.57,https://www.espncricinfo.com/cricketers/kusal-perera-300631,scorecard
Avishka Fernando,20,21,42,4,0,95.23,https://www.espncricinfo.com/cricketers/avishka-fernando-784369,scorecard
Kusal Mendis,3,13,15,0,0,23.07,https://www.espncricinfo.com/cricketers/kusal-mendis-629074,scorecard
Angelo Mathews,113,128,157,10,2,88.28,https://www.espncricinfo.com/cricketers/angelo-mathews-49764,scorecard
Lahiru Thirimanne,53,68,102,4,0,77.94,https://www.espncricinfo.com/cricketers/lahiru-thirimanne-301236,scorecard
Dhananjaya de Silva,29,36,60,1,0,80.55,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,scorecard
Thisara Perera,2,3,8,0,0,66.66,https://www.espncricinfo.com/cricketers/thisara-perera-233514,scorecard
Isuru Udana,1,1,3,0,0,100.00,https://www.espncricinfo.com/cricketers/isuru-udana-328026,scorecard
KL Rahul,111,118,180,11,1,94.06,https://www.espncricinfo.com/cricketers/kl-rahul-422108,scorecard
Rohit Sharma,103,94,133,14,2,109.57,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
Virat Kohli (c),34,41,61,3,0,82.92,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
Rishabh Pant,4,4,6,1,0,100.00,https://www.espncricinfo.com/cricketers/rishabh-pant-931581,scorecard
Hardik Pandya,7,4,8,1,0,175.00,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
Fakhar Zaman,13,31,27,1,0,41.93,https://www.espncricinfo.com/cricketers/fakhar-zaman-512191,scorecard
Imam-ul-Haq,100,100,172,7,0,100.00,https://www.espncricinfo.com/cricketers/imam-ul-haq-568276,scorecard
Babar Azam,96,98,102,11,0,97.95,https://www.espncricinfo.com/cricketers/babar-azam-348144,scorecard
Mohammad Hafeez,27,25,49,3,0,108.00,https://www.espncricinfo.com/cricketers/mohammad-hafeez-41434,scorecard
Haris Sohail,6,6,13,1,0,100.00,https://www.espncricinfo.com/cricketers/haris-sohail-318788,scorecard
Imad Wasim,43,26,49,6,1,165.38,https://www.espncricinfo.com/cricketers/imad-wasim-227758,scorecard
Sarfaraz Ahmed (c)†,3,3,13,0,0,100.00,https://www.espncricinfo.com/cricketers/sarfaraz-ahmed-227760,scorecard
Wahab Riaz,2,4,10,0,0,50.00,https://www.espncricinfo.com/cricketers/wahab-riaz-43590,scorecard
Shadab Khan,1,2,4,0,0,50.00,https://www.espncricinfo.com/cricketers/shadab-khan-922943,scorecard
Mohammad Amir,8,6,16,1,0,133.33,https://www.espncricinfo.com/cricketers/mohammad-amir-290948,scorecard
Shaheen Shah Afridi,0,0,4,0,0,-,https://www.espncricinfo.com/cricketers/shaheen-shah-afridi-1072470,scorecard
Tamim Iqbal,8,21,40,0,0,38.09,https://www.espncricinfo.com/cricketers/tamim-iqbal-56194,scorecard
Soumya Sarkar,22,22,20,4,0,100.00,https://www.espncricinfo.com/cricketers/soumya-sarkar-436677,scorecard
Shakib Al Hasan,64,77,109,6,0,83.11,https://www.espncricinfo.com/cricketers/shakib-al-hasan-56143,scorecard
Mushfiqur Rahim †,16,19,29,2,0,84.21,https://www.espncricinfo.com/cricketers/mushfiqur-rahim-56029,scorecard
Litton Das,32,40,38,3,0,80.00,https://www.espncricinfo.com/cricketers/litton-das-536936,scorecard
Mahmudullah,29,41,64,3,0,70.73,https://www.espncricinfo.com/cricketers/mahmudullah-56025,scorecard
Mosaddek Hossain,16,21,36,1,0,76.19,https://www.espncricinfo.com/cricketers/mosaddek-hossain-550133,scorecard
Mohammad Saifuddin,0,1,5,0,0,0.00,https://www.espncricinfo.com/cricketers/mohammad-saifuddin-629070,scorecard
Mehidy Hasan Miraz,7,6,20,1,0,116.66,https://www.espncricinfo.com/cricketers/mehidy-hasan-miraz-629063,scorecard
Mashrafe Mortaza (c),15,14,14,0,2,107.14,https://www.espncricinfo.com/cricketers/mashrafe-mortaza-56007,scorecard
Mustafizur Rahman,1,3,5,0,0,33.33,https://www.espncricinfo.com/cricketers/mustafizur-rahman-330902,scorecard
Chris Gayle,7,18,21,1,0,38.88,https://www.espncricinfo.com/cricketers/chris-gayle-51880,scorecard
Evin Lewis,58,78,98,6,2,74.35,https://www.espncricinfo.com/cricketers/evin-lewis-431901,scorecard
Shai Hope †,77,92,137,6,2,83.69,https://www.espncricinfo.com/cricketers/shai-hope-581379,scorecard
Shimron Hetmyer,39,31,42,3,2,125.80,https://www.espncricinfo.com/cricketers/shimron-hetmyer-670025,scorecard
Nicholas Pooran,58,43,66,6,1,134.88,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302,scorecard
Jason Holder (c),45,34,54,1,4,132.35,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Carlos Brathwaite,14,4,6,2,1,350.00,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,scorecard
Fabian Allen,0,0,5,0,0,-,https://www.espncricinfo.com/cricketers/fabian-allen-670013,scorecard
Gulbadin Naib (c),5,6,8,1,0,83.33,https://www.espncricinfo.com/cricketers/gulbadin-naib-352048,scorecard
Rahmat Shah,62,78,112,10,0,79.48,https://www.espncricinfo.com/cricketers/rahmat-shah-533956,scorecard
Ikram Alikhil †,86,93,142,8,0,92.47,https://www.espncricinfo.com/cricketers/ikram-alikhil-935553,scorecard
Najibullah Zadran,31,38,42,1,1,81.57,https://www.espncricinfo.com/cricketers/najibullah-zadran-524049,scorecard
Asghar Afghan,40,32,47,4,1,125.00,https://www.espncricinfo.com/cricketers/asghar-afghan-320652,scorecard
Mohammad Nabi,2,6,11,0,0,33.33,https://www.espncricinfo.com/cricketers/mohammad-nabi-25913,scorecard
Samiullah Shinwari,6,9,18,0,0,66.66,https://www.espncricinfo.com/cricketers/samiullah-shinwari-318339,scorecard
Rashid Khan,9,16,27,0,1,56.25,https://www.espncricinfo.com/cricketers/rashid-khan-793463,scorecard
Dawlat Zadran,1,2,6,0,0,50.00,https://www.espncricinfo.com/cricketers/dawlat-zadran-516561,scorecard
Sayed Shirzad,25,17,20,2,2,147.05,https://www.espncricinfo.com/cricketers/sayed-shirzad-524050,scorecard
Mujeeb Ur Rahman,7,5,13,1,0,140.00,https://www.espncricinfo.com/cricketers/mujeeb-ur-rahman-974109,scorecard
Jason Roy,60,61,81,8,0,98.36,https://www.espncricinfo.com/cricketers/jason-roy-298438,scorecard
Jonny Bairstow,106,99,147,15,1,107.07,https://www.espncricinfo.com/cricketers/jonny-bairstow-297433,scorecard
Joe Root,24,25,54,1,0,96.00,https://www.espncricinfo.com/cricketers/joe-root-303669,scorecard
Jos Buttler †,11,12,25,1,0,91.66,https://www.espncricinfo.com/cricketers/jos-buttler-308967,scorecard
Eoin Morgan (c),42,40,64,5,0,105.00,https://www.espncricinfo.com/cricketers/eoin-morgan-24598,scorecard
Ben Stokes,11,27,33,0,0,40.74,https://www.espncricinfo.com/cricketers/ben-stokes-311158,scorecard
Chris Woakes,4,11,12,0,0,36.36,https://www.espncricinfo.com/cricketers/chris-woakes-247235,scorecard
Liam Plunkett,15,12,28,1,0,125.00,https://www.espncricinfo.com/cricketers/liam-plunkett-19264,scorecard
Adil Rashid,16,12,17,1,0,133.33,https://www.espncricinfo.com/cricketers/adil-rashid-244497,scorecard
Jofra Archer,1,1,1,0,0,100.00,https://www.espncricinfo.com/cricketers/jofra-archer-669855,scorecard
Martin Guptill,8,16,25,1,0,50.00,https://www.espncricinfo.com/cricketers/martin-guptill-226492,scorecard
Henry Nicholls,0,1,6,0,0,0.00,https://www.espncricinfo.com/cricketers/henry-nicholls-539511,scorecard
Kane Williamson (c),27,40,62,3,0,67.50,https://www.espncricinfo.com/cricketers/kane-williamson-277906,scorecard
Ross Taylor,28,42,54,2,0,66.66,https://www.espncricinfo.com/cricketers/ross-taylor-38699,scorecard
Tom Latham †,57,65,106,5,0,87.69,https://www.espncricinfo.com/cricketers/tom-latham-388802,scorecard
James Neesham,19,27,31,1,0,70.37,https://www.espncricinfo.com/cricketers/james-neesham-355269,scorecard
Colin de Grandhomme,3,13,15,0,0,23.07,https://www.espncricinfo.com/cricketers/colin-de-grandhomme-55395,scorecard
Mitchell Santner,12,30,58,1,0,40.00,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,scorecard
Tim Southee,7,16,30,0,0,43.75,https://www.espncricinfo.com/cricketers/tim-southee-232364,scorecard
Matt Henry,7,13,17,0,0,53.84,https://www.espncricinfo.com/cricketers/matt-henry-506612,scorecard
Trent Boult,4,7,7,1,0,57.14,https://www.espncricinfo.com/cricketers/trent-boult-277912,scorecard
KL Rahul,77,92,135,6,1,83.69,https://www.espncricinfo.com/cricketers/kl-rahul-422108,scorecard
Rohit Sharma,104,92,121,7,5,113.04,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
Virat Kohli (c),26,27,45,3,0,96.29,https://www.espncricinfo.com/cricketers/virat-kohli-253802,scorecard
Rishabh Pant,48,41,56,6,1,117.07,https://www.espncricinfo.com/cricketers/rishabh-pant-931581,scorecard
Hardik Pandya,0,2,4,0,0,0.00,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,scorecard
MS Dhoni †,35,33,52,4,0,106.06,https://www.espncricinfo.com/cricketers/ms-dhoni-28081,scorecard
Dinesh Karthik,8,9,17,1,0,88.88,https://www.espncricinfo.com/cricketers/dinesh-karthik-30045,scorecard
Bhuvneshwar Kumar,2,3,15,0,0,66.66,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,scorecard
Mohammed Shami,1,2,6,0,0,50.00,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,scorecard
Jasprit Bumrah,0,0,1,0,0,-,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383,scorecard
Tamim Iqbal,22,31,39,3,0,70.96,https://www.espncricinfo.com/cricketers/tamim-iqbal-56194,scorecard
Soumya Sarkar,33,38,67,4,0,86.84,https://www.espncricinfo.com/cricketers/soumya-sarkar-436677,scorecard
Shakib Al Hasan,66,74,111,6,0,89.18,https://www.espncricinfo.com/cricketers/shakib-al-hasan-56143,scorecard
Mushfiqur Rahim †,24,23,29,3,0,104.34,https://www.espncricinfo.com/cricketers/mushfiqur-rahim-56029,scorecard
Litton Das,22,24,31,0,1,91.66,https://www.espncricinfo.com/cricketers/litton-das-536936,scorecard
Mosaddek Hossain,3,7,13,0,0,42.85,https://www.espncricinfo.com/cricketers/mosaddek-hossain-550133,scorecard
Sabbir Rahman,36,36,55,5,0,100.00,https://www.espncricinfo.com/cricketers/sabbir-rahman-373538,scorecard
Mohammad Saifuddin,51,38,72,9,0,134.21,https://www.espncricinfo.com/cricketers/mohammad-saifuddin-629070,scorecard
Mashrafe Mortaza (c),8,5,8,0,1,160.00,https://www.espncricinfo.com/cricketers/mashrafe-mortaza-56007,scorecard
Rubel Hossain,9,11,18,1,0,81.81,https://www.espncricinfo.com/cricketers/rubel-hossain-300619,scorecard
Mustafizur Rahman,0,1,2,0,0,0.00,https://www.espncricinfo.com/cricketers/mustafizur-rahman-330902,scorecard
Dimuth Karunaratne (c),32,48,69,4,0,66.66,https://www.espncricinfo.com/cricketers/dimuth-karunaratne-227772,scorecard
Kusal Perera †,64,51,87,8,0,125.49,https://www.espncricinfo.com/cricketers/kusal-perera-300631,scorecard
Avishka Fernando,104,103,151,9,2,100.97,https://www.espncricinfo.com/cricketers/avishka-fernando-784369,scorecard
Kusal Mendis,39,41,53,4,0,95.12,https://www.espncricinfo.com/cricketers/kusal-mendis-629074,scorecard
Angelo Mathews,26,20,45,2,1,130.00,https://www.espncricinfo.com/cricketers/angelo-mathews-49764,scorecard
Lahiru Thirimanne,45,33,53,4,0,136.36,https://www.espncricinfo.com/cricketers/lahiru-thirimanne-301236,scorecard
Isuru Udana,3,6,9,0,0,50.00,https://www.espncricinfo.com/cricketers/isuru-udana-328026,scorecard
Dhananjaya de Silva,6,3,5,1,0,200.00,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,scorecard
Chris Gayle,35,48,70,1,2,72.91,https://www.espncricinfo.com/cricketers/chris-gayle-51880,scorecard
Sunil Ambris,5,6,11,1,0,83.33,https://www.espncricinfo.com/cricketers/sunil-ambris-348054,scorecard
Shai Hope †,5,11,13,1,0,45.45,https://www.espncricinfo.com/cricketers/shai-hope-581379,scorecard
Shimron Hetmyer,29,38,62,2,0,76.31,https://www.espncricinfo.com/cricketers/shimron-hetmyer-670025,scorecard
Nicholas Pooran,118,103,156,11,4,114.56,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302,scorecard
Jason Holder (c),26,26,38,4,0,100.00,https://www.espncricinfo.com/cricketers/jason-holder-391485,scorecard
Carlos Brathwaite,8,15,33,1,0,53.33,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,scorecard
Fabian Allen,51,32,50,7,1,159.37,https://www.espncricinfo.com/cricketers/fabian-allen-670013,scorecard
Sheldon Cottrell,7,10,35,0,0,70.00,https://www.espncricinfo.com/cricketers/sheldon-cottrell-495551,scorecard
Oshane Thomas,1,6,8,0,0,16.66,https://www.espncricinfo.com/cricketers/oshane-thomas-914567,scorecard
Shannon Gabriel,3,7,7,0,0,42.85,https://www.espncricinfo.com/cricketers/shannon-gabriel-446101,scorecard
Jason Roy,66,57,101,7,2,115.78,https://www.espncricinfo.com/cricketers/jason-roy-298438,scorecard
Jonny Bairstow,111,109,138,10,6,101.83,https://www.espncricinfo.com/cricketers/jonny-bairstow-297433,scorecard
Joe Root,44,54,96,2,0,81.48,https://www.espncricinfo.com/cricketers/joe-root-303669,scorecard
Eoin Morgan (c),1,9,10,0,0,11.11,https://www.espncricinfo.com/cricketers/eoin-morgan-24598,scorecard
Ben Stokes,79,54,80,6,3,146.29,https://www.espncricinfo.com/cricketers/ben-stokes-311158,scorecard
Jos Buttler †,20,8,17,1,2,250.00,https://www.espncricinfo.com/cricketers/jos-buttler-308967,scorecard
Chris Woakes,7,5,8,1,0,140.00,https://www.espncricinfo.com/cricketers/chris-woakes-247235,scorecard
Liam Plunkett,1,4,11,0,0,25.00,https://www.espncricinfo.com/cricketers/liam-plunkett-19264,scorecard
Jofra Archer,0,0,2,0,0,-,https://www.espncricinfo.com/cricketers/jofra-archer-669855,scorecard
KL Rahul,0,9,10,0,0,0.00,https://www.espncricinfo.com/cricketers/kl-rahul-422108,scorecard
Rohit Sharma,102,109,152,15,0,93.57,https://www.espncricinfo.com/cricketers/rohit-sharma-34102,scorecard
