batsmanName,runs,balls,minutes,4s,6s,SR,inning_batted,Average_SR,boundaries,boundary_runs,boundary_percentage,Average_Boundary_Percentage,total_runs,batting_average
Aaron Finch (c),13,11,20,1,1,118.18,3,111.72000000000001,2,10,76.92307692307693,52.19845865007156,107,35.666666666666664
Aaron Finch (c),63,44,87,5,3,143.18,3,111.72000000000001,8,38,60.317460317460316,52.19845865007156,107,35.666666666666664
Aaron Finch (c),31,42,89,0,1,73.8,3,111.72000000000001,1,6,19.35483870967742,52.19845865007156,107,35.666666666666664
Aayan Afzal Khan,5,7,8,0,0,71.42,2,80.945,0,0,0.0,10.526315789473683,24,12.0
Aayan Afzal Khan,19,21,33,1,0,90.47,2,80.945,1,4,21.052631578947366,10.526315789473683,24,12.0
Adam Zampa,0,2,3,0,0,0.0,2,50.0,0,0,,0.0,1,0.5
Adam Zampa,1,1,5,0,0,100.0,2,50.0,0,0,0.0,0.0,1,0.5
Afif Hossain,29,19,40,1,1,152.63,5,98.674,2,10,34.48275862068966,27.422867513611617,95,19.0
Afif Hossain,1,5,8,0,0,20.0,5,98.674,0,0,0.0,27.422867513611617,95,19.0
Afif Hossain,3,5,12,0,0,60.0,5,98.674,0,0,0.0,27.422867513611617,95,19.0
Afif Hossain,24,20,47,3,0,120.0,5,98.674,3,12,50.0,27.422867513611617,95,19.0
Afif Hossain,38,27,47,2,2,140.74,5,98.674,4,20,52.63157894736842,27.422867513611617,95,19.0
Aiden Markram,17,13,30,2,0,130.76,4,122.8325,2,8,47.05882352941176,56.18778280542986,99,24.75
Aiden Markram,20,14,28,4,0,142.85,4,122.8325,4,16,80.0,56.18778280542986,99,24.75
Aiden Markram,10,11,16,1,0,90.9,4,122.8325,1,4,40.0,56.18778280542986,99,24.75
Aiden Markram,52,41,72,6,1,126.82,4,122.8325,7,30,57.692307692307686,56.18778280542986,99,24.75
Akeal Hosein,1,1,4,0,0,100.0,2,113.88499999999999,0,0,0.0,17.391304347826086,24,12.0
Akeal Hosein,23,18,31,2,0,127.77,2,113.88499999999999,2,8,34.78260869565217,17.391304347826086,24,12.0
Alex Hales,1,2,6,0,0,50.0,6,125.77166666666666,0,0,0.0,48.98145098215412,212,35.333333333333336
Alex Hales,47,30,42,7,1,156.66,6,125.77166666666666,8,34,72.3404255319149,48.98145098215412,212,35.333333333333336
Alex Hales,52,40,46,7,1,130.0,6,125.77166666666666,8,34,65.38461538461539,48.98145098215412,212,35.333333333333336
Alex Hales,19,20,41,0,1,95.0,6,125.77166666666666,1,6,31.57894736842105,48.98145098215412,212,35.333333333333336
Alex Hales,86,47,74,4,7,182.97,6,125.77166666666666,11,58,67.44186046511628,48.98145098215412,212,35.333333333333336
Alex Hales,7,5,14,1,0,140.0,6,125.77166666666666,1,4,57.14285714285714,48.98145098215412,212,35.333333333333336
Alishan Sharafu,4,4,10,0,0,100.0,1,100.0,0,0,0.0,0.0,4,4.0
Alzarri Joseph,0,1,4,0,0,0.0,1,0.0,0,0,,,0,0.0
Andy Balbirnie (c),1,5,7,0,0,20.0,7,101.44857142857143,0,0,0.0,49.97669163567781,153,21.857142857142858
Andy Balbirnie (c),3,4,20,0,0,75.0,7,101.44857142857143,0,0,0.0,49.97669163567781,153,21.857142857142858
Andy Balbirnie (c),62,47,74,5,2,131.91,7,101.44857142857143,7,32,51.61290322580645,49.97669163567781,153,21.857142857142858
Andy Balbirnie (c),14,12,15,2,0,116.66,7,101.44857142857143,2,8,57.14285714285714,49.97669163567781,153,21.857142857142858
Andy Balbirnie (c),6,7,11,0,1,85.71,7,101.44857142857143,1,6,100.0,49.97669163567781,153,21.857142857142858
Andy Balbirnie (c),30,25,36,0,3,120.0,7,101.44857142857143,3,18,60.0,49.97669163567781,153,21.857142857142858
Andy Balbirnie (c),37,23,34,3,3,160.86,7,101.44857142857143,6,30,81.08108108108108,49.97669163567781,153,21.857142857142858
Anrich Nortje,4,1,2,1,0,400.0,2,210.0,1,4,100.0,50.0,5,2.5
Anrich Nortje,1,5,8,0,0,20.0,2,210.0,0,0,0.0,50.0,5,2.5
Arshdeep Singh,2,1,2,0,0,200.0,1,200.0,0,0,0.0,0.0,2,2.0
Aryan Lakra,1,3,4,0,0,33.33,1,33.33,0,0,0.0,0.0,1,1.0
Asif Ali,2,3,6,0,0,66.66,1,66.66,0,0,0.0,0.0,2,2.0
Axar Patel,7,6,6,1,0,116.66,3,61.10666666666666,1,4,57.14285714285714,28.57142857142857,9,3.0
Axar Patel,0,0,6,0,0,0.0,3,61.10666666666666,0,0,,28.57142857142857,9,3.0
Axar Patel,2,3,7,0,0,66.66,3,61.10666666666666,0,0,0.0,28.57142857142857,9,3.0
Azmatullah Omarzai,8,6,11,1,0,133.33,2,104.165,1,4,50.0,25.0,11,5.5
Azmatullah Omarzai,3,4,3,0,0,75.0,2,104.165,0,0,0.0,25.0,11,5.5
Babar Azam (c),4,5,10,1,0,80.0,7,68.66571428571429,1,4,100.0,51.638364779874216,124,17.714285714285715
Babar Azam (c),25,33,46,2,0,75.75,7,68.66571428571429,2,8,32.0,51.638364779874216,124,17.714285714285715
Babar Azam (c),53,42,56,7,0,126.19,7,68.66571428571429,7,28,52.83018867924528,51.638364779874216,124,17.714285714285715
Babar Azam (c),32,28,58,2,0,114.28,7,68.66571428571429,2,8,25.0,51.638364779874216,124,17.714285714285715
Babar Azam (c),6,15,29,0,0,40.0,7,68.66571428571429,0,0,0.0,51.638364779874216,124,17.714285714285715
Babar Azam (c),0,1,10,0,0,0.0,7,68.66571428571429,0,0,,51.638364779874216,124,17.714285714285715
Babar Azam (c),4,9,17,1,0,44.44,7,68.66571428571429,1,4,100.0,51.638364779874216,124,17.714285714285715
Barry McCarthy,6,5,10,0,0,120.0,5,100.07000000000001,0,0,0.0,14.545454545454547,36,7.2
Barry McCarthy,3,7,16,0,0,42.85,5,100.07000000000001,0,0,0.0,14.545454545454547,36,7.2
Barry McCarthy,3,3,4,0,0,100.0,5,100.07000000000001,0,0,0.0,14.545454545454547,36,7.2
Barry McCarthy,2,2,7,0,0,100.0,5,100.07000000000001,0,0,0.0,14.545454545454547,36,7.2
Barry McCarthy,22,16,23,1,2,137.5,5,100.07000000000001,3,16,72.72727272727273,14.545454545454547,36,7.2
Bas de Leede,30,30,51,2,0,100.0,8,67.38875,2,8,26.666666666666668,37.142857142857146,93,11.625
Bas de Leede,6,16,15,1,0,37.5,8,67.38875,1,4,66.66666666666666,37.142857142857146,93,11.625
Bas de Leede,12,12,21,2,0,100.0,8,67.38875,2,8,66.66666666666666,37.142857142857146,93,11.625
Bas de Leede,14,10,12,1,1,140.0,8,67.38875,2,10,71.42857142857143,37.142857142857146,93,11.625
Bas de Leede,1,7,11,0,0,14.28,8,67.38875,0,0,0.0,37.142857142857146,93,11.625
Bas de Leede,0,1,2,0,0,0.0,8,67.38875,0,0,,37.142857142857146,93,11.625
Bas de Leede,16,23,27,0,0,69.56,8,67.38875,0,0,0.0,37.142857142857146,93,11.625
Bas de Leede,14,18,37,1,0,77.77,8,67.38875,1,4,28.57142857142857,37.142857142857146,93,11.625
Basil Hameed,4,4,7,1,0,100.0,3,103.96666666666665,1,4,100.0,60.0,31,10.333333333333334
Basil Hameed,25,14,13,2,2,178.57,3,103.96666666666665,4,20,80.0,60.0,31,10.333333333333334
Basil Hameed,2,6,14,0,0,33.33,3,103.96666666666665,0,0,0.0,60.0,31,10.333333333333334
Ben Stokes,6,8,14,0,0,75.0,5,92.412,0,0,0.0,13.80952380952381,110,22.0
Ben Stokes,52,49,81,5,1,106.12,5,92.412,6,26,50.0,13.80952380952381,110,22.0
Ben Stokes,8,7,11,0,0,114.28,5,92.412,0,0,0.0,13.80952380952381,110,22.0
Ben Stokes,2,4,11,0,0,50.0,5,92.412,0,0,0.0,13.80952380952381,110,22.0
Ben Stokes,42,36,59,2,0,116.66,5,92.412,2,8,19.047619047619047,13.80952380952381,110,22.0
Bernard Scholtz,1,1,-,0,0,100.0,1,100.0,0,0,0.0,0.0,1,1.0
Bhanuka Rajapaksa,19,13,18,2,0,146.15,7,118.14142857142858,2,8,42.10526315789473,47.29263954385582,125,17.857142857142858
Bhanuka Rajapaksa,34,22,38,3,2,154.54,7,118.14142857142858,5,24,70.58823529411765,47.29263954385582,125,17.857142857142858
Bhanuka Rajapaksa,5,8,19,0,0,62.5,7,118.14142857142858,0,0,0.0,47.29263954385582,125,17.857142857142858
Bhanuka Rajapaksa,18,14,24,3,0,128.57,7,118.14142857142858,3,12,66.66666666666666,47.29263954385582,125,17.857142857142858
Bhanuka Rajapaksa,7,5,9,1,0,140.0,7,118.14142857142858,1,4,57.14285714285714,47.29263954385582,125,17.857142857142858
Bhanuka Rajapaksa,20,21,39,2,0,95.23,7,118.14142857142858,2,8,40.0,47.29263954385582,125,17.857142857142858
Bhanuka Rajapaksa,22,22,41,3,0,100.0,7,118.14142857142858,3,12,54.54545454545454,47.29263954385582,125,17.857142857142858
Bhuvneshwar Kumar,4,6,9,0,0,66.66,1,66.66,0,0,0.0,0.0,4,4.0
Blessing Muzarabani,1,4,9,0,0,25.0,4,12.5,0,0,0.0,0.0,2,0.5
Blessing Muzarabani,1,4,4,0,0,25.0,4,12.5,0,0,0.0,0.0,2,0.5
Blessing Muzarabani,0,2,6,0,0,0.0,4,12.5,0,0,,0.0,2,0.5
Blessing Muzarabani,0,2,5,0,0,0.0,4,12.5,0,0,,0.0,2,0.5
Brad Evans,19,15,24,0,1,126.66,2,113.33,1,6,31.57894736842105,15.789473684210526,21,10.5
Brad Evans,2,2,5,0,0,100.0,2,113.33,0,0,0.0,15.789473684210526,21,10.5
Brandon King,17,15,24,3,0,113.33,2,121.245,3,12,70.58823529411765,59.4876660341556,79,39.5
Brandon King,62,48,80,6,1,129.16,2,121.245,7,30,48.38709677419355,59.4876660341556,79,39.5
CP Rizwan (c),1,2,7,0,0,50.0,3,77.2,0,0,0.0,13.953488372093025,45,15.0
CP Rizwan (c),1,3,8,0,0,33.33,3,77.2,0,0,0.0,13.953488372093025,45,15.0
CP Rizwan (c),43,29,55,3,1,148.27,3,77.2,4,18,41.86046511627907,13.953488372093025,45,15.0
Calum MacLeod,0,3,6,0,0,0.0,3,86.81,0,0,,42.78260869565217,48,16.0
Calum MacLeod,23,14,15,4,0,164.28,3,86.81,4,16,69.56521739130434,42.78260869565217,48,16.0
Calum MacLeod,25,26,46,1,0,96.15,3,86.81,1,4,16.0,42.78260869565217,48,16.0
Cameron Green,3,2,12,0,0,150.0,1,150.0,0,0,0.0,0.0,3,3.0
Chamika Karunaratne,5,8,15,0,0,62.5,6,78.78666666666668,0,0,0.0,21.428571428571427,32,5.333333333333333
Chamika Karunaratne,0,2,3,0,0,0.0,6,78.78666666666668,0,0,,21.428571428571427,32,5.333333333333333
Chamika Karunaratne,3,8,13,0,0,37.5,6,78.78666666666668,0,0,0.0,21.428571428571427,32,5.333333333333333
Chamika Karunaratne,2,2,4,0,0,100.0,6,78.78666666666668,0,0,0.0,21.428571428571427,32,5.333333333333333
Chamika Karunaratne,14,7,16,2,0,200.0,6,78.78666666666668,2,8,57.14285714285714,21.428571428571427,32,5.333333333333333
Chamika Karunaratne,8,11,22,1,0,72.72,6,78.78666666666668,1,4,50.0,21.428571428571427,32,5.333333333333333
Charith Asalanka,19,18,27,1,0,105.55,7,91.52285714285715,1,4,21.052631578947366,24.787775891341255,131,18.714285714285715
Charith Asalanka,8,9,15,0,0,88.88,7,91.52285714285715,0,0,0.0,24.787775891341255,131,18.714285714285715
Charith Asalanka,38,25,45,3,2,152.0,7,91.52285714285715,5,24,63.1578947368421,24.787775891341255,131,18.714285714285715
Charith Asalanka,0,1,2,0,0,0.0,7,91.52285714285715,0,0,,24.787775891341255,131,18.714285714285715
Charith Asalanka,31,30,38,3,0,103.33,7,91.52285714285715,3,12,38.70967741935484,24.787775891341255,131,18.714285714285715
Charith Asalanka,31,22,33,2,0,140.9,7,91.52285714285715,2,8,25.806451612903224,24.787775891341255,131,18.714285714285715
Charith Asalanka,4,8,11,0,0,50.0,7,91.52285714285715,0,0,0.0,24.787775891341255,131,18.714285714285715
Chirag Suri,12,20,28,1,0,60.0,2,66.84,1,4,33.33333333333333,59.52380952380952,26,13.0
Chirag Suri,14,19,31,3,0,73.68,2,66.84,3,12,85.71428571428571,59.52380952380952,26,13.0
Chris Greaves,3,7,10,0,0,42.85,2,94.14999999999999,0,0,0.0,25.0,19,9.5
Chris Greaves,16,11,19,2,0,145.45,2,94.14999999999999,2,8,50.0,25.0,19,9.5
Chris Woakes,5,3,11,1,0,166.66,1,166.66,1,4,80.0,80.0,5,5.0
Colin Ackermann,27,27,40,2,0,100.0,8,72.15875,2,8,29.629629629629626,32.21492577565455,165,20.625
Colin Ackermann,1,5,6,0,0,20.0,8,72.15875,0,0,0.0,32.21492577565455,165,20.625
Colin Ackermann,41,26,31,3,2,157.69,8,72.15875,5,24,58.536585365853654,32.21492577565455,165,20.625
Colin Ackermann,0,1,4,0,0,0.0,8,72.15875,0,0,,32.21492577565455,165,20.625
Colin Ackermann,17,19,33,1,0,89.47,8,72.15875,1,4,23.52941176470588,32.21492577565455,165,20.625
Colin Ackermann,62,48,77,6,2,129.16,8,72.15875,8,36,58.06451612903226,32.21492577565455,165,20.625
Colin Ackermann,17,21,31,1,0,80.95,8,72.15875,1,4,23.52941176470588,32.21492577565455,165,20.625
Colin Ackermann,0,2,2,0,0,0.0,8,72.15875,0,0,,32.21492577565455,165,20.625
Craig Ervine (c),3,12,18,0,0,25.0,7,77.38142857142857,0,0,0.0,41.352497069375474,112,16.0
Craig Ervine (c),8,7,16,2,0,114.28,7,77.38142857142857,2,8,100.0,41.352497069375474,112,16.0
Craig Ervine (c),58,54,79,6,0,107.4,7,77.38142857142857,6,24,41.37931034482759,41.352497069375474,112,16.0
Craig Ervine (c),19,19,26,2,0,100.0,7,77.38142857142857,2,8,42.10526315789473,41.352497069375474,112,16.0
Craig Ervine (c),9,12,28,1,0,75.0,7,77.38142857142857,1,4,44.44444444444444,41.352497069375474,112,16.0
Craig Ervine (c),13,15,37,2,0,86.66,7,77.38142857142857,2,8,61.53846153846154,41.352497069375474,112,16.0
Craig Ervine (c),2,6,11,0,0,33.33,7,77.38142857142857,0,0,0.0,41.352497069375474,112,16.0
Curtis Campher,2,4,6,0,0,50.0,6,110.22500000000001,0,0,0.0,38.835978835978835,126,21.0
Curtis Campher,27,22,41,1,0,122.72,6,110.22500000000001,1,4,14.814814814814813,38.835978835978835,126,21.0
Curtis Campher,0,1,5,0,0,0.0,6,110.22500000000001,0,0,,38.835978835978835,126,21.0
Curtis Campher,72,32,48,7,2,225.0,6,110.22500000000001,9,40,55.55555555555556,38.835978835978835,126,21.0
Curtis Campher,18,11,22,3,0,163.63,6,110.22500000000001,3,12,66.66666666666666,38.835978835978835,126,21.0
Curtis Campher,7,7,10,1,0,100.0,6,110.22500000000001,1,4,57.14285714285714,38.835978835978835,126,21.0
Danushka Gunathilaka,0,1,2,0,0,0.0,1,0.0,0,0,,,0,0.0
Darwish Rasooli,15,13,28,1,0,115.38,1,115.38,1,4,26.666666666666668,26.666666666666668,15,15.0
Daryl Mitchell,22,24,52,0,0,91.66,4,112.6725,0,0,0.0,14.942178940961655,109,27.25
Daryl Mitchell,3,5,10,0,0,60.0,4,112.6725,0,0,0.0,14.942178940961655,109,27.25
Daryl Mitchell,53,35,60,3,1,151.42,4,112.6725,4,18,33.9622641509434,14.942178940961655,109,27.25
Daryl Mitchell,31,21,35,2,0,147.61,4,112.6725,2,8,25.806451612903224,14.942178940961655,109,27.25
Dasun Shanaka (c),3,8,12,0,0,37.5,7,70.42142857142856,0,0,0.0,37.22660098522167,78,11.142857142857142
Dasun Shanaka (c),29,23,37,2,1,126.08,7,70.42142857142856,3,14,48.275862068965516,37.22660098522167,78,11.142857142857142
Dasun Shanaka (c),35,32,49,4,1,109.37,7,70.42142857142856,5,22,62.857142857142854,37.22660098522167,78,11.142857142857142
Dasun Shanaka (c),0,0,4,0,0,0.0,7,70.42142857142856,0,0,,37.22660098522167,78,11.142857142857142
Dasun Shanaka (c),8,5,9,0,1,160.0,7,70.42142857142856,1,6,75.0,37.22660098522167,78,11.142857142857142
Dasun Shanaka (c),0,1,2,0,0,0.0,7,70.42142857142856,0,0,,37.22660098522167,78,11.142857142857142
Dasun Shanaka (c),3,5,6,0,0,60.0,7,70.42142857142856,0,0,0.0,37.22660098522167,78,11.142857142857142
David Miller,17,17,28,1,0,100.0,3,92.75333333333333,1,4,23.52941176470588,27.05217680292456,78,26.0
David Miller,59,46,78,4,3,128.26,3,92.75333333333333,7,34,57.6271186440678,27.05217680292456,78,26.0
David Miller,2,4,8,0,0,50.0,3,92.75333333333333,0,0,0.0,27.05217680292456,78,26.0
David Warner,5,6,7,1,0,83.33,4,93.765,1,4,80.0,40.0,44,11.0
David Warner,3,7,13,0,0,42.85,4,93.765,0,0,0.0,40.0,44,11.0
David Warner,11,10,26,0,0,110.0,4,93.765,0,0,0.0,40.0,44,11.0
David Warner,25,18,28,5,0,138.88,4,93.765,5,20,80.0,40.0,44,11.0
David Wiese,55,36,65,3,3,152.77,3,124.25666666666666,6,30,54.54545454545454,45.45454545454545,66,22.0
David Wiese,0,1,4,0,0,0.0,3,124.25666666666666,0,0,,45.45454545454545,66,22.0
David Wiese,11,5,8,1,0,220.0,3,124.25666666666666,1,4,36.36363636363637,45.45454545454545,66,22.0
Dawid Malan,3,1,1,0,0,300.0,3,151.53,0,0,0.0,7.6190476190476195,56,18.666666666666668
Dawid Malan,35,37,66,2,0,94.59,3,151.53,2,8,22.857142857142858,7.6190476190476195,56,18.666666666666668
Dawid Malan,18,30,40,0,0,60.0,3,151.53,0,0,0.0,7.6190476190476195,56,18.666666666666668
Deepak Hooda,0,3,4,0,0,0.0,1,0.0,0,0,,,0,0.0
Devon Conway †,3,9,12,0,0,33.33,5,81.35799999999999,0,0,0.0,25.838509316770182,145,29.0
Devon Conway †,92,58,106,7,2,158.62,5,81.35799999999999,9,40,43.47826086956522,25.838509316770182,145,29.0
Devon Conway †,21,20,35,3,0,105.0,5,81.35799999999999,3,12,57.14285714285714,25.838509316770182,145,29.0
Devon Conway †,1,4,14,0,0,25.0,5,81.35799999999999,0,0,0.0,25.838509316770182,145,29.0
Devon Conway †,28,33,55,2,0,84.84,5,81.35799999999999,2,8,28.57142857142857,25.838509316770182,145,29.0
Dhananjaya de Silva,31,25,35,2,1,124.0,8,92.7775,3,14,45.16129032258064,38.956563150111535,177,22.125
Dhananjaya de Silva,0,1,2,0,0,0.0,8,92.7775,0,0,,38.956563150111535,177,22.125
Dhananjaya de Silva,0,3,8,0,0,0.0,8,92.7775,0,0,,38.956563150111535,177,22.125
Dhananjaya de Silva,33,21,30,3,1,157.14,8,92.7775,4,18,54.54545454545454,38.956563150111535,177,22.125
Dhananjaya de Silva,66,42,78,6,2,157.14,8,92.7775,8,36,54.54545454545454,38.956563150111535,177,22.125
Dhananjaya de Silva,12,11,25,1,0,109.09,8,92.7775,1,4,33.33333333333333,38.956563150111535,177,22.125
Dhananjaya de Silva,26,23,47,3,0,113.04,8,92.7775,3,12,46.15384615384615,38.956563150111535,177,22.125
Dhananjaya de Silva,9,11,17,0,0,81.81,8,92.7775,0,0,0.0,38.956563150111535,177,22.125
Dinesh Karthik †,7,5,12,1,0,140.0,3,76.66666666666667,1,4,57.14285714285714,19.047619047619047,14,4.666666666666667
Dinesh Karthik †,6,15,33,0,0,40.0,3,76.66666666666667,0,0,0.0,19.047619047619047,14,4.666666666666667
Dinesh Karthik †,1,2,10,0,0,50.0,3,76.66666666666667,0,0,0.0,19.047619047619047,14,4.666666666666667
Divan la Cock,0,2,5,0,0,0.0,2,50.0,0,0,,44.44444444444444,9,4.5
Divan la Cock,9,9,15,1,0,100.0,2,50.0,1,4,44.44444444444444,44.44444444444444,9,4.5
Dushmantha Chameera,8,15,20,0,0,53.33,2,76.66499999999999,0,0,0.0,0.0,9,4.5
Dushmantha Chameera,1,1,2,0,0,100.0,2,76.66499999999999,0,0,0.0,0.0,9,4.5
Evin Lewis,13,18,42,0,0,72.22,3,87.74666666666667,0,0,0.0,32.6984126984127,42,14.0
Evin Lewis,15,18,28,1,0,83.33,3,87.74666666666667,1,4,26.666666666666668,32.6984126984127,42,14.0
Evin Lewis,14,13,30,1,1,107.69,3,87.74666666666667,2,10,71.42857142857143,32.6984126984127,42,14.0
Fakhar Zaman,20,16,27,3,0,125.0,1,125.0,3,12,60.0,60.0,20,20.0
Fareed Ahmad,2,4,7,0,0,50.0,1,50.0,0,0,0.0,0.0,2,2.0
Fazalhaq Farooqi,0,2,3,0,0,0.0,1,0.0,0,0,,,0,0.0
Finn Allen,4,3,6,1,0,133.33,5,150.47600000000003,1,4,100.0,61.845238095238095,95,19.0
Finn Allen,42,16,24,5,3,262.5,5,150.47600000000003,8,38,90.47619047619048,61.845238095238095,95,19.0
Finn Allen,32,18,30,5,1,177.77,5,150.47600000000003,6,26,81.25,61.845238095238095,95,19.0
Finn Allen,1,3,3,0,0,33.33,5,150.47600000000003,0,0,0.0,61.845238095238095,95,19.0
Finn Allen,16,11,25,0,1,145.45,5,150.47600000000003,1,6,37.5,61.845238095238095,95,19.0
Fionn Hand,6,6,10,1,0,100.0,3,105.55333333333333,1,4,66.66666666666666,48.888888888888886,12,4.0
Fionn Hand,5,3,7,1,0,166.66,3,105.55333333333333,1,4,80.0,48.888888888888886,12,4.0
Fionn Hand,1,2,4,0,0,50.0,3,105.55333333333333,0,0,0.0,48.888888888888886,12,4.0
Fred Klaassen,3,3,5,0,0,100.0,4,54.165,0,0,0.0,0.0,10,2.5
Fred Klaassen,7,6,20,0,0,116.66,4,54.165,0,0,0.0,0.0,10,2.5
Fred Klaassen,0,1,1,0,0,0.0,4,54.165,0,0,,0.0,10,2.5
Fred Klaassen,0,1,3,0,0,0.0,4,54.165,0,0,,0.0,10,2.5
Gareth Delany,14,10,27,2,0,140.0,5,131.0,2,8,57.14285714285714,51.317460317460316,69,13.8
Gareth Delany,10,8,12,2,0,125.0,5,131.0,2,8,80.0,51.317460317460316,69,13.8
Gareth Delany,24,20,23,1,1,120.0,5,131.0,2,10,41.66666666666667,51.317460317460316,69,13.8
Gareth Delany,12,10,22,1,0,120.0,5,131.0,1,4,33.33333333333333,51.317460317460316,69,13.8
Gareth Delany,9,6,10,1,0,150.0,5,131.0,1,4,44.44444444444444,51.317460317460316,69,13.8
George Dockrell,0,4,4,0,0,0.0,6,84.21166666666666,0,0,,39.646042363433665,100,16.666666666666668
George Dockrell,14,16,25,0,0,87.5,6,84.21166666666666,0,0,0.0,39.646042363433665,100,16.666666666666668
George Dockrell,23,15,24,3,0,153.33,6,84.21166666666666,3,12,52.17391304347826,39.646042363433665,100,16.666666666666668
George Dockrell,39,27,42,4,1,144.44,6,84.21166666666666,5,22,56.41025641025641,39.646042363433665,100,16.666666666666668
George Dockrell,0,1,2,0,0,0.0,6,84.21166666666666,0,0,,39.646042363433665,100,16.666666666666668
George Dockrell,24,20,25,3,0,120.0,6,84.21166666666666,3,12,50.0,39.646042363433665,100,16.666666666666668
George Munsey,66,53,106,9,0,124.52,3,93.46666666666665,9,36,54.54545454545454,35.46576879910213,121,40.333333333333336
George Munsey,1,2,9,0,0,50.0,3,93.46666666666665,0,0,0.0,35.46576879910213,121,40.333333333333336
George Munsey,54,51,74,7,0,105.88,3,93.46666666666665,7,28,51.85185185185185,35.46576879910213,121,40.333333333333336
Gerhard Erasmus (c),16,18,23,2,0,88.88,3,87.02999999999999,2,8,50.0,16.666666666666668,52,17.333333333333332
Gerhard Erasmus (c),20,24,30,0,0,83.33,3,87.02999999999999,0,0,0.0,16.666666666666668,52,17.333333333333332
Gerhard Erasmus (c),16,18,37,0,0,88.88,3,87.02999999999999,0,0,0.0,16.666666666666668,52,17.333333333333332
Glenn Maxwell,13,9,18,0,1,144.44,4,161.2125,1,6,46.15384615384615,66.01568721133938,118,29.5
Glenn Maxwell,28,20,47,3,1,140.0,4,161.2125,4,18,64.28571428571429,66.01568721133938,118,29.5
Glenn Maxwell,23,12,21,2,2,191.66,4,161.2125,4,20,86.95652173913044,66.01568721133938,118,29.5
Glenn Maxwell,54,32,46,6,2,168.75,4,161.2125,8,36,66.66666666666666,66.01568721133938,118,29.5
Glenn Phillips,12,10,16,2,0,120.0,5,143.72,2,8,66.66666666666666,66.41268914513697,201,40.2
Glenn Phillips,62,36,64,4,3,172.22,5,143.72,7,34,54.83870967741935,66.41268914513697,201,40.2
Glenn Phillips,17,9,9,2,1,188.88,5,143.72,3,14,82.35294117647058,66.41268914513697,201,40.2
Glenn Phillips,104,64,87,10,4,162.5,5,143.72,14,64,61.53846153846154,66.41268914513697,201,40.2
Glenn Phillips,6,8,9,1,0,75.0,5,143.72,1,4,66.66666666666666,66.41268914513697,201,40.2
Gulbadin Naib,39,23,38,3,2,169.56,2,127.63499999999999,5,24,61.53846153846154,30.76923076923077,51,25.5
Gulbadin Naib,12,14,25,0,0,85.71,2,127.63499999999999,0,0,0.0,30.76923076923077,51,25.5
Haider Ali,0,1,3,0,0,0.0,2,25.0,0,0,,0.0,2,1.0
