batsmanName,runs,balls,minutes,4s,6s,SR,match_id
Scott Edwards (c)†,25,23,28,3,0,108.69,scorecard
Bas de Leede,0,2,1,0,0,0.00,scorecard
Logan van Beek,2,3,10,0,0,66.66,scorecard
Tim Pringle,1,10,16,0,0,10.00,scorecard
Aryan Dutt,15,12,11,1,1,125.00,scorecard
Brandon King,9,12,36,0,1,75.00,scorecard
Johnson Charles,0,5,3,0,0,0.00,scorecard
Nicholas Pooran †,17,12,12,3,0,141.66,scorecard
Roston Chase,0,3,3,0,0,0.00,scorecard
Rovman Powell (c),1,5,5,0,0,20.00,scorecard
Sherfane Rutherford,68,39,72,2,6,174.35,scorecard
Akeal Hosein,15,17,17,0,1,88.23,scorecard
Andre Russell,14,7,8,2,1,200.00,scorecard
Romario Shepherd,13,13,19,0,1,100.00,scorecard
Alzarri Joseph,6,6,6,1,0,100.00,scorecard
Gudakesh Motie,0,1,11,0,0,0.00,scorecard
Devon Conway †,5,8,13,0,0,62.50,scorecard
Finn Allen,26,23,25,3,1,113.04,scorecard
Rachin Ravindra,10,13,27,0,0,76.92,scorecard
Kane Williamson (c),1,2,4,0,0,50.00,scorecard
Daryl Mitchell,12,13,18,1,0,92.30,scorecard
Glenn Phillips,40,33,40,3,2,121.21,scorecard
James Neesham,10,11,18,0,1,90.90,scorecard
Mitchell Santner,21,12,24,0,3,175.00,scorecard
Tim Southee,0,1,1,0,0,0.00,scorecard
Trent Boult,7,4,5,0,1,175.00,scorecard
Lockie Ferguson,0,0,3,0,0,-,scorecard
Shayan Jahangir,0,1,1,0,0,0.00,scorecard
Steven Taylor,24,30,57,0,2,80.00,scorecard
Andries Gous †,2,5,4,0,0,40.00,scorecard
Aaron Jones (c),11,22,29,0,1,50.00,scorecard
Nitish Kumar,27,23,33,2,1,117.39,scorecard
Corey Anderson,15,12,25,1,1,125.00,scorecard
Harmeet Singh,10,10,16,0,1,100.00,scorecard
Shadley van Schalkwyk,11,10,15,1,0,110.00,scorecard
Jasdeep Singh,2,7,11,0,0,28.57,scorecard
Rohit Sharma (c),3,6,12,0,0,50.00,scorecard
Virat Kohli,0,1,1,0,0,0.00,scorecard
Rishabh Pant †,18,20,38,1,1,90.00,scorecard
Suryakumar Yadav,50,49,80,2,2,102.04,scorecard
Shivam Dube,31,35,51,1,1,88.57,scorecard
Michael van Lingen,10,10,20,2,0,100.00,scorecard
Nikolaas Davin,2,7,12,0,0,28.57,scorecard
Jan Frylinck,1,6,4,0,0,16.66,scorecard
Gerhard Erasmus (c),36,43,64,4,1,83.72,scorecard
JJ Smit,3,9,15,0,0,33.33,scorecard
Zane Green †,1,4,6,0,0,25.00,scorecard
David Wiese,1,7,7,0,0,14.28,scorecard
Ruben Trumpelmann,7,7,8,0,1,100.00,scorecard
Bernard Scholtz,0,2,1,0,0,0.00,scorecard
Jack Brassell,2,3,22,0,0,66.66,scorecard
Ben Shikongo,0,4,3,0,0,0.00,scorecard
David Warner,20,8,7,3,1,250.00,scorecard
Travis Head,34,17,24,5,2,200.00,scorecard
Mitchell Marsh (c),18,9,16,3,1,200.00,scorecard
Aaron Johnson,52,44,64,4,4,118.18,scorecard
Navneet Dhaliwal,4,7,13,1,0,57.14,scorecard
Pargat Singh,2,6,9,0,0,33.33,scorecard
Nicholas Kirton,1,6,10,0,0,16.66,scorecard
Shreyas Movva †,2,9,11,0,0,22.22,scorecard
Ravinderpal Singh,0,2,1,0,0,0.00,scorecard
Saad Bin Zafar (c),10,21,29,1,0,47.61,scorecard
Kaleem Sana,13,14,27,0,1,92.85,scorecard
Dilon Heyliger,9,11,12,1,0,81.81,scorecard
Mohammad Rizwan †,53,53,83,2,1,100.00,scorecard
Saim Ayub,6,12,22,0,0,50.00,scorecard
Babar Azam (c),33,33,43,1,1,100.00,scorecard
Fakhar Zaman,4,6,15,0,0,66.66,scorecard
Usman Khan,2,1,1,0,0,200.00,scorecard
Quinton de Kock †,18,11,13,1,2,163.63,scorecard
Reeza Hendricks,0,1,4,0,0,0.00,scorecard
Aiden Markram (c),4,8,14,1,0,50.00,scorecard
Tristan Stubbs,0,5,9,0,0,0.00,scorecard
Heinrich Klaasen,46,44,60,2,3,104.54,scorecard
David Miller,29,38,62,1,1,76.31,scorecard
Marco Jansen,5,5,13,0,0,100.00,scorecard
Keshav Maharaj,4,8,7,0,0,50.00,scorecard
Tanzid Hasan,9,9,8,2,0,100.00,scorecard
Najmul Hossain Shanto (c),14,23,44,0,1,60.86,scorecard
Litton Das †,9,13,18,1,0,69.23,scorecard
Shakib Al Hasan,3,4,6,0,0,75.00,scorecard
Towhid Hridoy,37,34,46,2,2,108.82,scorecard
Mahmudullah,20,27,54,2,0,74.07,scorecard
Jaker Ali,8,9,11,0,0,88.88,scorecard
Rishad Hossain,0,1,5,0,0,0.00,scorecard
Taskin Ahmed,1,1,1,0,0,100.00,scorecard
Pratik Athavale †,54,40,65,5,2,135.00,scorecard
Naseem Khushi,10,9,11,0,1,111.11,scorecard
Aqib Ilyas (c),16,6,11,2,1,266.66,scorecard
Zeeshan Maqsood,3,4,6,0,0,75.00,scorecard
Khalid Kail,5,7,8,0,0,71.42,scorecard
Ayaan Khan,41,39,44,4,0,105.12,scorecard
Mehran Khan,13,10,10,2,0,130.00,scorecard
Rafiullah,0,3,2,0,0,0.00,scorecard
Shakeel Ahmed,3,2,5,0,0,150.00,scorecard
George Munsey,41,20,35,2,4,205.00,scorecard
Michael Jones,16,13,12,1,2,123.07,scorecard
Brandon McMullen,61,31,42,9,2,196.77,scorecard
Richie Berrington (c),13,7,7,1,1,185.71,scorecard
Matthew Cross †,15,8,12,0,2,187.50,scorecard
Rohit Sharma (c),13,12,15,1,1,108.33,scorecard
Virat Kohli,4,3,7,1,0,133.33,scorecard
Rishabh Pant †,42,31,65,6,0,135.48,scorecard
Axar Patel,20,18,26,2,1,111.11,scorecard
Suryakumar Yadav,7,8,16,1,0,87.50,scorecard
Shivam Dube,3,9,7,0,0,33.33,scorecard
Hardik Pandya,7,12,24,1,0,58.33,scorecard
Ravindra Jadeja,0,1,1,0,0,0.00,scorecard
Arshdeep Singh,9,13,26,1,0,69.23,scorecard
Jasprit Bumrah,0,1,1,0,0,0.00,scorecard
Mohammed Siraj,7,7,7,0,0,100.00,scorecard
Mohammad Rizwan †,31,44,67,1,1,70.45,scorecard
Babar Azam (c),13,10,23,2,0,130.00,scorecard
Usman Khan,13,15,23,1,0,86.66,scorecard
Fakhar Zaman,13,8,8,1,1,162.50,scorecard
Imad Wasim,15,23,40,1,0,65.21,scorecard
Shadab Khan,4,7,10,0,0,57.14,scorecard
Iftikhar Ahmed,5,9,14,0,0,55.55,scorecard
Shaheen Shah Afridi,0,1,4,0,0,0.00,scorecard
Naseem Shah,10,4,3,2,0,250.00,scorecard
Brandon King,13,8,20,2,0,162.50,scorecard
Johnson Charles,44,42,53,4,2,104.76,scorecard
Nicholas Pooran †,22,17,17,0,3,129.41,scorecard
Rovman Powell (c),23,18,26,1,1,127.77,scorecard
Sherfane Rutherford,22,16,23,2,1,137.50,scorecard
Andre Russell,30,17,23,6,0,176.47,scorecard
Romario Shepherd,5,5,13,0,0,100.00,scorecard
Roger Mukasa,0,2,1,0,0,0.00,scorecard
Simon Ssesazi †,4,3,6,1,0,133.33,scorecard
Robinson Obuya,6,8,12,1,0,75.00,scorecard
Alpesh Ramjani,5,6,5,1,0,83.33,scorecard
Kenneth Waiswa,1,10,20,0,0,10.00,scorecard
Riazat Ali Shah,3,8,5,0,0,37.50,scorecard
Dinesh Nakrani,0,2,7,0,0,0.00,scorecard
Brian Masaba (c),1,4,8,0,0,25.00,scorecard
Juma Miyagi,13,20,20,0,0,65.00,scorecard
Cosmas Kyewuta,1,6,10,0,0,16.66,scorecard
Frank Nsubuga,0,3,4,0,0,0.00,scorecard
Travis Head,34,18,25,2,3,188.88,scorecard
David Warner,39,16,22,2,4,243.75,scorecard
Mitchell Marsh (c),35,25,43,2,2,140.00,scorecard
Glenn Maxwell,28,25,44,3,1,112.00,scorecard
Marcus Stoinis,30,17,30,2,2,176.47,scorecard
Tim David,11,8,10,0,1,137.50,scorecard
Matthew Wade †,17,10,21,3,0,170.00,scorecard
Pat Cummins,0,1,1,0,0,0.00,scorecard
Mitchell Starc,0,0,3,0,0,-,scorecard
Phil Salt,37,23,36,4,2,160.86,scorecard
Jos Buttler (c)†,42,28,47,5,2,150.00,scorecard
Will Jacks,10,10,15,1,0,100.00,scorecard
Jonny Bairstow,7,13,17,0,0,53.84,scorecard
Moeen Ali,25,15,21,0,3,166.66,scorecard
Harry Brook,20,16,28,2,0,125.00,scorecard
Liam Livingstone,15,12,13,0,1,125.00,scorecard
Chris Jordan,1,3,5,0,0,33.33,scorecard
Michael Levitt,0,3,4,0,0,0.00,scorecard
Max O'Dowd,2,6,19,0,0,33.33,scorecard
Vikramjit Singh,12,17,19,1,0,70.58,scorecard
Sybrand Engelbrecht,40,45,63,2,1,88.88,scorecard
Bas de Leede,6,16,17,0,0,37.50,scorecard
Scott Edwards (c)†,10,9,8,0,1,111.11,scorecard
Teja Nidamanuru,0,1,2,0,0,0.00,scorecard
Logan van Beek,23,22,34,3,0,104.54,scorecard
Tim Pringle,0,2,1,0,0,0.00,scorecard
Paul van Meekeren,1,1,2,0,0,100.00,scorecard
Reeza Hendricks,3,10,8,0,0,30.00,scorecard
Quinton de Kock †,0,0,1,0,0,-,scorecard
Aiden Markram (c),0,3,13,0,0,0.00,scorecard
Tristan Stubbs,33,37,70,1,1,89.18,scorecard
Heinrich Klaasen,4,7,8,0,0,57.14,scorecard
David Miller,59,51,67,3,4,115.68,scorecard
Marco Jansen,3,5,8,0,0,60.00,scorecard
Keshav Maharaj,0,1,4,0,0,0.00,scorecard
Pathum Nissanka,47,28,40,7,1,167.85,scorecard
Kusal Mendis †,10,8,11,2,0,125.00,scorecard
Kamindu Mendis,4,5,11,1,0,80.00,scorecard
Dhananjaya de Silva,21,26,51,1,0,80.76,scorecard
Charith Asalanka,19,21,23,0,1,90.47,scorecard
Wanindu Hasaranga (c),0,1,1,0,0,0.00,scorecard
Angelo Mathews,16,19,27,1,0,84.21,scorecard
Dasun Shanaka,3,7,8,0,0,42.85,scorecard
Maheesh Theekshana,0,3,4,0,0,0.00,scorecard
Matheesha Pathirana,0,1,7,0,0,0.00,scorecard
Nuwan Thushara,0,1,1,0,0,0.00,scorecard
Tanzid Hasan,3,6,8,0,0,50.00,scorecard
Soumya Sarkar,0,2,2,0,0,0.00,scorecard
Litton Das †,36,38,63,2,1,94.73,scorecard
Najmul Hossain Shanto (c),7,13,16,0,0,53.84,scorecard
Towhid Hridoy,40,20,28,1,4,200.00,scorecard
Shakib Al Hasan,8,14,19,0,0,57.14,scorecard
Mahmudullah,16,13,29,0,1,123.07,scorecard
Rishad Hossain,1,3,6,0,0,33.33,scorecard
Taskin Ahmed,0,1,1,0,0,0.00,scorecard
Tanzim Hasan Sakib,1,4,10,0,0,25.00,scorecard
Rahmanullah Gurbaz †,80,56,92,5,5,142.85,scorecard
Ibrahim Zadran,44,41,66,3,2,107.31,scorecard
Azmatullah Omarzai,22,13,9,1,2,169.23,scorecard
Mohammad Nabi,0,1,3,0,0,0.00,scorecard
Rashid Khan (c),6,5,8,1,0,120.00,scorecard
Karim Janat,1,1,6,0,0,100.00,scorecard
Gulbadin Naib,0,2,3,0,0,0.00,scorecard
Najibullah Zadran,1,1,1,0,0,100.00,scorecard
Finn Allen,0,1,1,0,0,0.00,scorecard
Devon Conway †,8,10,16,1,0,80.00,scorecard
Kane Williamson (c),9,13,38,1,0,69.23,scorecard
Daryl Mitchell,5,5,10,1,0,100.00,scorecard
Glenn Phillips,18,18,28,2,0,100.00,scorecard
Mark Chapman,4,7,8,0,0,57.14,scorecard
Michael Bracewell,0,1,2,0,0,0.00,scorecard
Mitchell Santner,4,8,12,0,0,50.00,scorecard
Matt Henry,12,17,21,0,1,70.58,scorecard
Lockie Ferguson,2,5,3,0,0,40.00,scorecard
Trent Boult,3,7,10,0,0,42.85,scorecard
Aaron Johnson,14,13,23,3,0,107.69,scorecard
Navneet Dhaliwal,6,10,10,1,0,60.00,scorecard
Pargat Singh,18,14,21,2,0,128.57,scorecard
Dilpreet Bajwa,7,9,15,1,0,77.77,scorecard
Nicholas Kirton,49,35,56,3,2,140.00,scorecard
Shreyas Movva †,37,36,56,3,0,102.77,scorecard
Dilon Heyliger,0,2,1,0,0,0.00,scorecard
Saad Bin Zafar (c),1,1,4,0,0,100.00,scorecard
Andy Balbirnie,17,19,29,1,0,89.47,scorecard
Paul Stirling (c),9,17,25,1,0,52.94,scorecard
Lorcan Tucker †,10,15,21,0,0,66.66,scorecard
Harry Tector,7,5,6,0,0,140.00,scorecard
Curtis Campher,4,7,16,0,0,57.14,scorecard
George Dockrell,30,23,47,2,1,130.43,scorecard
Gareth Delany,3,7,5,0,0,42.85,scorecard
Mark Adair,34,24,33,3,1,141.66,scorecard
Barry McCarthy,2,3,2,0,0,66.66,scorecard
JP Kotze,0,3,2,0,0,0.00,scorecard
Nikolaas Davin,20,12,24,4,0,166.66,scorecard
Jan Frylinck,12,14,13,2,0,85.71,scorecard
Gerhard Erasmus (c),52,31,44,5,2,167.74,scorecard
Malan Kruger,2,8,13,0,0,25.00,scorecard
Zane Green †,28,27,39,1,1,103.70,scorecard
David Wiese,14,13,14,0,1,107.69,scorecard
Ruben Trumpelmann,1,2,5,0,0,50.00,scorecard
JJ Smit,11,8,9,0,1,137.50,scorecard
Bernard Scholtz,6,4,9,0,0,150.00,scorecard
Tangeni Lungameni,0,0,3,0,0,-,scorecard
George Munsey,7,15,21,0,0,46.66,scorecard
Michael Jones,26,20,38,3,1,130.00,scorecard
Brandon McMullen,19,17,25,2,0,111.76,scorecard
Richie Berrington (c),47,35,48,2,2,134.28,scorecard
Matthew Cross †,3,5,4,0,0,60.00,scorecard
Michael Leask,35,17,29,0,4,205.88,scorecard
Chris Greaves,4,3,4,0,0,133.33,scorecard
Mohammad Rizwan,9,8,5,0,1,112.50,scorecard
Babar Azam (c),44,43,76,3,2,102.32,scorecard
Usman Khan,3,3,5,0,0,100.00,scorecard
Fakhar Zaman,11,7,11,0,1,157.14,scorecard
Shadab Khan,40,25,35,1,3,160.00,scorecard
Azam Khan †,0,1,2,0,0,0.00,scorecard
Iftikhar Ahmed,18,14,27,3,0,128.57,scorecard
Shaheen Shah Afridi,23,16,25,1,2,143.75,scorecard
Haris Rauf,3,3,11,0,0,100.00,scorecard
Steven Taylor,12,16,-,1,0,75.00,scorecard
Monank Patel (c)†,50,38,-,7,1,131.57,scorecard
Andries Gous,35,26,-,5,1,134.61,scorecard
Aaron Jones,36,26,-,2,2,138.46,scorecard
Nitish Kumar,14,14,-,1,0,100.00,scorecard
David Warner,56,51,91,6,1,109.80,scorecard
Travis Head,12,10,13,2,0,120.00,scorecard
Mitchell Marsh (c),14,21,25,2,0,66.66,scorecard
Glenn Maxwell,0,1,1,0,0,0.00,scorecard
Marcus Stoinis,67,36,55,2,6,186.11,scorecard
Tim David,9,4,5,2,0,225.00,scorecard
Kashyap Prajapati,7,16,27,1,0,43.75,scorecard
Pratik Athavale †,0,1,3,0,0,0.00,scorecard
Aqib Ilyas (c),18,18,29,2,1,100.00,scorecard
Zeeshan Maqsood,1,7,12,0,0,14.28,scorecard
Khalid Kail,8,12,24,1,0,66.66,scorecard
Ayaan Khan,36,30,42,2,2,120.00,scorecard
Shoaib Khan,0,4,7,0,0,0.00,scorecard
Mehran Khan,27,16,34,1,2,168.75,scorecard
Shakeel Ahmed,11,10,21,1,0,110.00,scorecard
Kaleemullah,6,4,6,0,0,150.00,scorecard
Bilal Khan,1,2,2,0,0,50.00,scorecard
Assad Vala (c),0,2,2,0,0,0.00,scorecard
Tony Ura,2,6,21,0,0,33.33,scorecard
Sese Bau,5,9,11,1,0,55.55,scorecard
Lega Siaka,12,17,19,1,0,70.58,scorecard
Hiri Hiri,15,19,32,2,0,78.94,scorecard
Charles Amini,5,14,10,0,0,35.71,scorecard
Kiplin Doriga †,12,20,18,0,1,60.00,scorecard
Chad Soper,4,11,15,0,0,36.36,scorecard
Norman Vanua,5,10,17,0,0,50.00,scorecard
Alei Nao,5,6,10,0,0,83.33,scorecard
John Kariko,0,2,2,0,0,0.00,scorecard
Roger Mukasa,0,3,2,0,0,0.00,scorecard
Simon Ssesazi †,1,3,13,0,0,33.33,scorecard
Robinson Obuya,1,2,4,0,0,50.00,scorecard
Riazat Ali Shah,33,56,68,1,0,58.92,scorecard
Alpesh Ramjani,8,10,15,1,0,80.00,scorecard
Dinesh Nakrani,0,3,2,0,0,0.00,scorecard
Juma Miyagi,13,16,25,0,0,81.25,scorecard
Kenneth Waiswa,7,16,19,0,0,43.75,scorecard
Brian Masaba (c),0,1,3,0,0,0.00,scorecard
Andy Balbirnie,5,10,-,1,0,50.00,scorecard
Paul Stirling (c),2,6,-,0,0,33.33,scorecard
Lorcan Tucker †,10,13,-,2,0,76.92,scorecard
Harry Tector,4,16,-,0,0,25.00,scorecard
Curtis Campher,12,8,-,1,1,150.00,scorecard
George Dockrell,3,5,-,0,0,60.00,scorecard
Gareth Delany,26,14,-,2,2,185.71,scorecard
Mark Adair,3,2,-,0,0,150.00,scorecard
Barry McCarthy,0,6,-,0,0,0.00,scorecard
Josh Little,14,13,-,2,0,107.69,scorecard
Ben White,2,4,-,0,0,50.00,scorecard
Rohit Sharma (c),52,37,48,4,3,140.54,scorecard
Virat Kohli,1,5,13,0,0,20.00,scorecard
Rishabh Pant †,36,26,46,3,2,138.46,scorecard
Suryakumar Yadav,2,4,9,0,0,50.00,scorecard
Shivam Dube,0,2,3,0,0,0.00,scorecard
Kushal Bhurtel,7,10,14,1,0,70.00,scorecard
Aasif Sheikh †,4,8,8,1,0,50.00,scorecard
Anil Sah,11,12,29,2,0,91.66,scorecard
Rohit Paudel (c),35,37,59,5,0,94.59,scorecard
Kushal Malla,9,9,8,1,0,100.00,scorecard
Dipendra Singh Airee,1,6,4,0,0,16.66,scorecard
Sompal Kami,0,5,10,0,0,0.00,scorecard
Gulsan Jha,14,15,28,0,1,93.33,scorecard
Karan KC,17,12,13,0,2,141.66,scorecard
Sagar Dhakal,0,1,3,0,0,0.00,scorecard
Abinash Bohara,0,1,1,0,0,0.00,scorecard
Michael Levitt,1,3,6,0,0,33.33,scorecard
Max O'Dowd,54,48,86,4,1,112.50,scorecard
Vikramjit Singh,22,28,32,4,0,78.57,scorecard
Sybrand Engelbrecht,14,16,18,1,0,87.50,scorecard
Scott Edwards (c)†,5,8,11,0,0,62.50,scorecard
Bas de Leede,11,10,13,1,0,110.00,scorecard
George Munsey,41,31,46,4,2,132.25,scorecard
Michael Jones,45,30,46,4,2,150.00,scorecard
Rahmanullah Gurbaz †,76,45,70,4,4,168.88,scorecard
Ibrahim Zadran,70,46,66,9,1,152.17,scorecard
Najibullah Zadran,2,3,8,0,0,66.66,scorecard
Mohammad Nabi,14,16,23,0,0,87.50,scorecard
Gulbadin Naib,4,5,6,0,0,80.00,scorecard
Azmatullah Omarzai,5,5,9,0,0,100.00,scorecard
Rashid Khan (c),2,1,1,0,0,200.00,scorecard
Ronak Patel,4,2,1,1,0,200.00,scorecard
Simon Ssesazi †,4,4,9,1,0,100.00,scorecard
Roger Mukasa,0,1,1,0,0,0.00,scorecard
Riazat Ali Shah,11,34,56,0,0,32.35,scorecard
Dinesh Nakrani,6,8,11,1,0,75.00,scorecard
Alpesh Ramjani,0,2,1,0,0,0.00,scorecard
Robinson Obuya,14,25,42,0,1,56.00,scorecard
Brian Masaba (c),0,1,1,0,0,0.00,scorecard
Bilal Hassan,8,16,18,1,0,50.00,scorecard
Cosmas Kyewuta,2,2,15,0,0,100.00,scorecard
Henry Ssenyondo,0,1,1,0,0,0.00,scorecard
Pathum Nissanka,3,8,15,0,0,37.50,scorecard
Kusal Mendis †,19,30,46,1,0,63.33,scorecard
Kamindu Mendis,11,15,19,1,0,73.33,scorecard
Wanindu Hasaranga (c),0,2,2,0,0,0.00,scorecard
Sadeera Samarawickrama,0,1,1,0,0,0.00,scorecard
Charith Asalanka,6,9,11,0,0,66.66,scorecard
Angelo Mathews,16,16,24,0,2,100.00,scorecard
Dasun Shanaka,9,10,13,0,1,90.00,scorecard
Maheesh Theekshana,7,16,20,1,0,43.75,scorecard
Matheesha Pathirana,0,4,8,0,0,0.00,scorecard
Nuwan Thushara,0,4,7,0,0,0.00,scorecard
Quinton de Kock †,20,27,54,0,1,74.07,scorecard
Reeza Hendricks,4,2,8,1,0,200.00,scorecard
Aiden Markram (c),12,14,14,0,1,85.71,scorecard
Tristan Stubbs,13,28,39,0,0,46.42,scorecard
Heinrich Klaasen,19,22,22,1,1,86.36,scorecard
David Miller,6,6,13,1,0,100.00,scorecard
Kashyap Prajapati,0,1,1,0,0,0.00,scorecard
Naseem Khushi †,6,6,16,1,0,100.00,scorecard
Aqib Ilyas (c),0,1,2,0,0,0.00,scorecard
Zeeshan Maqsood,22,20,29,4,0,110.00,scorecard
Khalid Kail,34,39,56,1,1,87.17,scorecard
Ayaan Khan,15,21,16,0,1,71.42,scorecard
Mohammad Nadeem,6,10,10,0,0,60.00,scorecard
Mehran Khan,7,8,12,1,0,87.50,scorecard
Shakeel Ahmed,11,9,13,2,0,122.22,scorecard
Kaleemullah,2,3,4,0,0,66.66,scorecard
Bilal Khan,1,1,5,0,0,100.00,scorecard
Michael van Lingen,0,2,1,0,0,0.00,scorecard
Nikolaas Davin,24,31,35,2,1,77.41,scorecard
Jan Frylinck,45,48,77,6,0,93.75,scorecard
Gerhard Erasmus (c),13,16,19,1,0,81.25,scorecard
JJ Smit,8,12,13,1,0,66.66,scorecard
David Wiese,9,8,15,0,1,112.50,scorecard
Zane Green †,0,2,2,0,0,0.00,scorecard
Malan Kruger,1,1,3,0,0,100.00,scorecard
Tony Ura,2,5,7,0,0,40.00,scorecard
Assad Vala (c),21,22,26,2,1,95.45,scorecard
Lega Siaka,1,2,2,0,0,50.00,scorecard
Sese Bau,50,43,55,6,1,116.27,scorecard
Hiri Hiri,2,6,10,0,0,33.33,scorecard
Charles Amini,12,14,22,0,0,85.71,scorecard
Kiplin Doriga †,27,18,23,3,0,150.00,scorecard
Chad Soper,10,9,10,1,0,111.11,scorecard
Alei Nao,0,0,2,0,0,-,scorecard
Kabua Morea,2,2,3,0,0,100.00,scorecard
Brandon King,34,29,44,7,0,117.24,scorecard
Johnson Charles,0,1,6,0,0,0.00,scorecard
Nicholas Pooran †,27,27,30,1,2,100.00,scorecard
Roston Chase,42,27,39,4,2,155.55,scorecard
Rovman Powell (c),15,14,14,2,0,107.14,scorecard
Sherfane Rutherford,2,7,6,0,0,28.57,scorecard
Andre Russell,15,9,11,0,1,166.66,scorecard
Aaron Johnson,23,16,24,5,0,143.75,scorecard
Navneet Dhaliwal,61,44,62,6,3,138.63,scorecard
Pargat Singh,5,7,12,0,0,71.42,scorecard
Nicholas Kirton,51,31,43,3,2,164.51,scorecard
Shreyas Movva †,32,16,29,2,2,200.00,scorecard
Dilpreet Bajwa,11,5,5,1,1,220.00,scorecard
Dilon Heyliger,1,1,4,0,0,100.00,scorecard
Steven Taylor,0,2,2,0,0,0.00,scorecard
Monank Patel (c)†,16,16,33,2,0,100.00,scorecard
Andries Gous,65,46,76,7,3,141.30,scorecard
Aaron Jones,94,40,56,4,10,235.00,scorecard
Corey Anderson,3,5,8,0,0,60.00,scorecard
